aid,appver,lg,qanswer,qno,ts
e60599d6d291c15e0550f465f0a5ab38fad0c74eeca6ea10f5e0e41f6196d15c,1.0.15 (50),es,"Q5: true,false,false,false",5,2021-07-28T19:28:01.681Z
e60599d6d291c15e0550f465f0a5ab38fad0c74eeca6ea10f5e0e41f6196d15c,1.0.15 (50),es,"Q6: true,false,false",6,2021-07-28T19:28:01.683Z
e60599d6d291c15e0550f465f0a5ab38fad0c74eeca6ea10f5e0e41f6196d15c,1.0.15 (50),es,"Q7: true,false,false",7,2021-07-28T19:28:01.683Z
6e7f23f133a72a0faf5aa5f226a157ce7b7ef17bba51e53cb5e6fb968a76a3e8,1.0.15 (50),en,"Q1: false,false,false,true,false,false",1,2021-07-29T02:22:56.532Z
6e7f23f133a72a0faf5aa5f226a157ce7b7ef17bba51e53cb5e6fb968a76a3e8,1.0.15 (50),en,"Q2: true,false,false,false,false",2,2021-07-29T02:22:56.534Z
e86a61671a59c9b8f0e34aa0cd867d994b76352289f4c5fc70fe6c2bea588eaf,1.0.15 (50),es,Q1: n/a,1,2021-07-30T14:23:20.462Z
e86a61671a59c9b8f0e34aa0cd867d994b76352289f4c5fc70fe6c2bea588eaf,1.0.15 (50),es,Q2: n/a,2,2021-07-30T14:23:20.463Z
eda37809e52446a5dafbc6d7995c41a7879539a5548948ce2183723fe4bcab77,1.0.15 (49),en,Q1: n/a,1,2021-07-31T04:10:51.537Z
eda37809e52446a5dafbc6d7995c41a7879539a5548948ce2183723fe4bcab77,1.0.15 (49),en,Q2: n/a,2,2021-07-31T04:10:51.538Z
053677aaef7b79a7d77bb0687ab0c91d6bce1b09f7ff600223002b0b96d25177,1.0.15 (50),en,"Q1: false,false,false,false,false,true",1,2021-07-31T17:43:28.376Z
053677aaef7b79a7d77bb0687ab0c91d6bce1b09f7ff600223002b0b96d25177,1.0.15 (50),en,"Q2: true,false,false,false,false",2,2021-07-31T17:43:28.378Z
053677aaef7b79a7d77bb0687ab0c91d6bce1b09f7ff600223002b0b96d25177,1.0.15 (50),en,Q3: n/a,3,2021-07-31T19:56:02.835Z
053677aaef7b79a7d77bb0687ab0c91d6bce1b09f7ff600223002b0b96d25177,1.0.15 (50),en,Q4: n/a,4,2021-07-31T19:56:02.836Z
eca4f1c06779d64b3c534e3dae776e2414192bfc64d30d77119f90aa67b1c29e,1.0.15 (50),es,"Q5: true,false,false,false",5,2021-08-02T22:35:52.181Z
eca4f1c06779d64b3c534e3dae776e2414192bfc64d30d77119f90aa67b1c29e,1.0.15 (50),es,"Q6: false,false,false",6,2021-08-02T22:35:52.182Z
eca4f1c06779d64b3c534e3dae776e2414192bfc64d30d77119f90aa67b1c29e,1.0.15 (50),es,"Q7: false,false,false",7,2021-08-02T22:35:52.183Z
2f87e02896e21a391616aadd9f2ebcc76ba1be36ec6186da9f1841443004cf05,1.0.15 (50),en,Q1: n/a,1,2021-08-03T19:21:15.025Z
2f87e02896e21a391616aadd9f2ebcc76ba1be36ec6186da9f1841443004cf05,1.0.15 (50),en,Q2: n/a,2,2021-08-03T19:21:15.026Z
2f87e02896e21a391616aadd9f2ebcc76ba1be36ec6186da9f1841443004cf05,1.0.15 (50),en,Q3: n/a,3,2021-08-03T19:22:08.856Z
2f87e02896e21a391616aadd9f2ebcc76ba1be36ec6186da9f1841443004cf05,1.0.15 (50),en,Q4: n/a,4,2021-08-03T19:22:08.857Z
9eacdaf9e8a78ccd1ac1c1907605fb381ac4aa289f838b94186f8e29702b2380,1.0.15 (50),en,Q3: n/a,3,2021-08-04T01:20:08.581Z
9eacdaf9e8a78ccd1ac1c1907605fb381ac4aa289f838b94186f8e29702b2380,1.0.15 (50),en,Q4: n/a,4,2021-08-04T01:20:08.582Z
e307199b2d9487a025ea9bab44c4dba96a2259459457e297296e63e82d49f795,1.0.14 (46),es,"Q1: false,true,false,false,false,false",1,2021-08-05T22:21:30.900Z
e307199b2d9487a025ea9bab44c4dba96a2259459457e297296e63e82d49f795,1.0.14 (46),es,"Q2: true,false,false,false,false",2,2021-08-05T22:21:30.901Z
941a7b2035e758bf0695ec0cea49f45541d81615ef7a1242c9f5573fd1b1eeb8,1.0.15 (49),en,"Q3: true,false,false",3,2021-08-07T17:28:45.158Z
941a7b2035e758bf0695ec0cea49f45541d81615ef7a1242c9f5573fd1b1eeb8,1.0.15 (49),en,"Q4: false,false,false,false,false",4,2021-08-07T17:28:45.160Z
220be54644be2bb2815f4b14eb11e08ba43b684b3f03bc112e9dd4eeeefed000,1.0.15 (50),en,Q1: n/a,1,2021-08-08T14:29:35.780Z
220be54644be2bb2815f4b14eb11e08ba43b684b3f03bc112e9dd4eeeefed000,1.0.15 (50),en,Q2: n/a,2,2021-08-08T14:29:35.781Z
c83eacd362153c669036c123a8d9fe7bb5a76d02e261b8dcad53c565f4592846,1.0.15 (50),es,Q1: n/a,1,2021-08-09T18:03:04.033Z
c83eacd362153c669036c123a8d9fe7bb5a76d02e261b8dcad53c565f4592846,1.0.15 (50),es,Q2: n/a,2,2021-08-09T18:03:04.033Z
ee6373dcddfb9619f8b97a4f2abee74229cd7d1bbbb668b9e5c5ed8abbc9cbf4,1.0.15 (50),es,Q1: n/a,1,2021-08-10T12:46:21.488Z
ee6373dcddfb9619f8b97a4f2abee74229cd7d1bbbb668b9e5c5ed8abbc9cbf4,1.0.15 (50),es,Q2: n/a,2,2021-08-10T12:46:21.489Z
c83eacd362153c669036c123a8d9fe7bb5a76d02e261b8dcad53c565f4592846,1.0.15 (50),es,Q3: n/a,3,2021-08-10T14:57:54.158Z
c83eacd362153c669036c123a8d9fe7bb5a76d02e261b8dcad53c565f4592846,1.0.15 (50),es,Q4: n/a,4,2021-08-10T14:57:54.159Z
